INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"2018-054B","43519","PAYLOAD","XJS B","PRC","2018-06-27","XSC","","94.20","35.01","484","476","","","0","LARGE","6826","2018","54","B","Y","XJS B","2018-054B","43519"
"2018-054A","43518","PAYLOAD","XJS A","PRC","2018-06-27","XSC","","94.20","35.02","482","477","","","0","LARGE","6825","2018","54","A","Y","XJS A","2018-054A","43518"
"2018-053B","43509","ROCKET BODY","FREGAT R/B","CIS","2018-06-16","PKMTR","","688.28","64.88","19676","19213","","","0","LARGE","6826","2018","53","B","Y","FREGAT R/B","2018-053B","43509"
"2018-053A","43508","PAYLOAD","COSMOS 2527 (GLONASS)","CIS","2018-06-16","PKMTR","","675.73","64.83","19145","19115","","","0","LARGE","6815","2018","53","A","Y","COSMOS 2527 (GLONASS)","2018-053A","43508"
"2018-051B","43494","ROCKET BODY","SL-4 R/B","CIS","2018-06-06","TTMTR","2018-06-11","87.53","51.61","153","151","","","0","LARGE","6586","2018","51","B","Y","SL-4 R/B","2018-051B","43494"
"2018-051A","43493","PAYLOAD","SOYUZ MS-09","CIS","2018-06-06","TTMTR","2018-12-20","92.66","51.64","408","401","","","0","LARGE","6780","2018","51","A","Y","SOYUZ MS-09","2018-051A","43493"
"2018-050B","43492","ROCKET BODY","CZ-3A R/B","PRC","2018-06-05","XSC","","644.43","24.80","36352","319","","","0","LARGE","6826","2018","50","B","Y","CZ-3A R/B","2018-050B","43492"
"2018-049B","43489","ROCKET BODY","FALCON 9 R/B","US","2018-06-04","AFETR","","1122.78","26.11","58606","206","","","0","LARGE","6824","2018","49","B","Y","FALCON 9 R/B","2018-049B","43489"
"2018-049A","43488","PAYLOAD","SES-12","SES","2018-06-04","AFETR","","1439.46","0.06","35863","35841","","","0","LARGE","6826","2018","49","A","Y","SES-12","2018-049A","43488"
"2018-048A","43484","PAYLOAD","GAOFEN 6","PRC","2018-06-02","JSC","","97.53","98.03","647","634","","","0","LARGE","6824","2018","48","A","Y","GAOFEN 6","2018-048A","43484"
"2018-047G","43482","PAYLOAD","IRIDIUM 162","US","2018-05-22","AFWTR","","99.77","86.45","749","746","","","0","LARGE","6803","2018","47","G","Y","IRIDIUM 162","2018-047G","43482"
"2018-047F","43481","PAYLOAD","IRIDIUM 110","US","2018-05-22","AFWTR","","100.40","86.40","780","776","","","0","LARGE","6824","2018","47","F","Y","IRIDIUM 110","2018-047F","43481"
"2018-047E","43480","PAYLOAD","IRIDIUM 147","US","2018-05-22","AFWTR","","100.40","86.40","779","776","","","0","LARGE","6824","2018","47","E","Y","IRIDIUM 147","2018-047E","43480"
"2018-047D","43479","PAYLOAD","IRIDIUM 152","US","2018-05-22","AFWTR","","100.40","86.40","779","776","","","0","LARGE","6824","2018","47","D","Y","IRIDIUM 152","2018-047D","43479"
"2018-047C","43478","PAYLOAD","IRIDIUM 161","US","2018-05-22","AFWTR","","99.77","86.45","749","746","","","0","LARGE","6803","2018","47","C","Y","IRIDIUM 161","2018-047C","43478"
"2018-046B","43475","ROCKET BODY","ANTARES R/B","US","2018-05-21","WLPIS","2018-06-05","87.38","51.58","153","137","","","0","LARGE","6584","2018","46","B","Y","ANTARES R/B","2018-046B","43475"
"2018-046A","43474","PAYLOAD","CYGNUS OA-9","US","2018-05-21","WLPIS","2018-07-30","92.47","51.64","410","381","","","0","LARGE","6636","2018","46","A","Y","CYGNUS OA-9","2018-046A","43474"
"2018-044B","43464","ROCKET BODY","FALCON 9 R/B","US","2018-05-11","AFETR","","625.48","18.87","35430","268","","","0","LARGE","6826","2018","44","B","Y","FALCON 9 R/B","2018-044B","43464"
"2018-043B","43462","ROCKET BODY","CZ-4C R/B","PRC","2018-05-08","TSC","","97.25","98.14","694","561","","","0","LARGE","6817","2018","43","B","Y","CZ-4C R/B","2018-043B","43462"
"2018-043A","43461","PAYLOAD","GAOFEN-5","PRC","2018-05-08","TSC","","98.78","98.15","702","699","","","0","LARGE","6817","2018","43","A","Y","GAOFEN-5","2018-043A","43461"
"2018-041B","43451","ROCKET BODY","CZ-3B R/B","PRC","2018-05-03","XSC","","714.01","27.63","39976","192","","","0","LARGE","6826","2018","41","B","Y","CZ-3B R/B","2018-041B","43451"
"2018-041A","43450","PAYLOAD","APSTAR 6C","PRC","2018-05-03","XSC","","1436.10","0.05","35794","35779","","","0","LARGE","6825","2018","41","A","Y","APSTAR 6C","2018-041A","43450"
"2018-040F","43444","ROCKET BODY","CZ-11 R/B","PRC","2018-04-26","JSC","2018-04-29","86.89","97.25","149","92","","","0","LARGE","6549","2018","40","F","Y","CZ-11 R/B","2018-040F","43444"
"2018-039B","43438","ROCKET BODY","BREEZE-KM R/B","CIS","2018-04-25","PKMTR","","96.20","98.67","750","403","","","0","LARGE","6826","2018","39","B","Y","BREEZE-KM R/B","2018-039B","43438"
"2018-039A","43437","PAYLOAD","SENTINEL 3B","ESA","2018-04-25","PKMTR","","100.93","98.62","803","802","","","0","LARGE","6824","2018","39","A","Y","SENTINEL 3B","2018-039A","43437"
"2018-037C","43434","DEBRIS","BREEZE-M DEB (TANK)","CIS","2018-04-18","TTMTR","","630.10","48.44","35759","178","","","0","LARGE","6826","2018","37","C","Y","BREEZE-M DEB (TANK)","2018-037C","43434"
"2018-037A","43432","PAYLOAD","COSMOS 2526","CIS","2018-04-18","TTMTR","","1436.15","0.04","35793","35783","","","0","LARGE","6826","2018","37","A","Y","COSMOS 2526","2018-037A","43432"
"2008-030E","43382","DEBRIS","ARIANE 5 DEB","FR","2008-06-12","FRGUI","","586.76","1.64","33391","286","","","0","LARGE","6826","2008","30","E","Y","ARIANE 5 DEB","2008-030E","43382"
"2018-035B","43287","ROCKET BODY","PSLV R/B","IND","2018-04-11","SRI","","365.19","19.05","20873","219","","","0","LARGE","6825","2018","35","B","Y","PSLV R/B","2018-035B","43287"
"2018-035A","43286","PAYLOAD","IRNSS 1I","IND","2018-04-11","SRI","","1436.08","29.02","35877","35695","","","0","LARGE","6826","2018","35","A","Y","IRNSS 1I","2018-035A","43286"
"2018-034G","43281","DEBRIS","CZ-4C DEB","PRC","2018-04-10","JSC","","107.13","63.41","1118","1069","","","0","LARGE","6818","2018","34","G","Y","CZ-4C DEB","2018-034G","43281"
"2018-034F","43280","DEBRIS","CZ-4C DEB","PRC","2018-04-10","JSC","","107.16","63.41","1119","1072","","","0","LARGE","6826","2018","34","F","Y","CZ-4C DEB","2018-034F","43280"
"2018-034D","43278","ROCKET BODY","CZ-4C R/B","PRC","2018-04-10","JSC","","105.83","63.45","1129","938","","","0","LARGE","6819","2018","34","D","Y","CZ-4C R/B","2018-034D","43278"
"2018-034C","43277","PAYLOAD","YAOGAN-31 C","PRC","2018-04-10","JSC","","107.05","63.41","1116","1064","","","0","LARGE","6824","2018","34","C","Y","YAOGAN-31 C","2018-034C","43277"
"2018-034B","43276","PAYLOAD","YAOGAN-31 B","PRC","2018-04-10","JSC","","107.05","63.41","1116","1064","","","0","LARGE","6826","2018","34","B","Y","YAOGAN-31 B","2018-034B","43276"
"2018-034A","43275","PAYLOAD","YAOGAN-31 A","PRC","2018-04-10","JSC","","107.05","63.41","1116","1064","","","0","LARGE","6824","2018","34","A","Y","YAOGAN-31 A","2018-034A","43275"
"2018-033D","43274","ROCKET BODY","ARIANE 5 R/B","FR","2018-04-05","FRGUI","","617.61","2.13","35067","223","","","0","LARGE","6826","2018","33","D","Y","ARIANE 5 R/B","2018-033D","43274"
"2018-033C","43273","DEBRIS","ARIANE 5 DEB (SYLDA)","FR","2018-04-05","FRGUI","","565.59","2.41","32352","202","","","0","LARGE","6826","2018","33","C","Y","ARIANE 5 DEB (SYLDA)","2018-033C","43273"
"2018-033B","43272","PAYLOAD","HYLAS 4","UK","2018-04-05","FRGUI","","1436.08","0.06","35794","35779","","","0","LARGE","6826","2018","33","B","Y","HYLAS 4","2018-033B","43272"
"2018-033A","43271","PAYLOAD","SUPERBIRD 8","JPN","2018-04-05","FRGUI","","1436.13","0.02","35790","35784","","","0","LARGE","6826","2018","33","A","Y","SUPERBIRD 8","2018-033A","43271"
"2018-031G","43265","DEBRIS","CZ-4C DEB","PRC","2018-03-31","TSC","","97.55","98.01","645","638","","","0","LARGE","6826","2018","31","G","Y","CZ-4C DEB","2018-031G","43265"
"2018-031F","43264","ROCKET BODY","CZ-4C R/B","PRC","2018-03-31","TSC","","96.04","98.06","646","491","","","0","LARGE","6824","2018","31","F","Y","CZ-4C R/B","2018-031F","43264"
"2018-031D","43262","PAYLOAD","GAOFEN 1-04","PRC","2018-03-31","TSC","","97.53","98.01","644","637","","","0","LARGE","6817","2018","31","D","Y","GAOFEN 1-04","2018-031D","43262"
"2018-031C","43261","DEBRIS","CZ-4C DEB","PRC","2018-03-31","TSC","","97.52","98.01","643","637","","","0","LARGE","6824","2018","31","C","Y","CZ-4C DEB","2018-031C","43261"
"2018-031B","43260","PAYLOAD","GAOFEN 1-03","PRC","2018-03-31","TSC","","97.53","98.01","645","636","","","0","LARGE","6824","2018","31","B","Y","GAOFEN 1-03","2018-031B","43260"
"2018-031A","43259","PAYLOAD","GAOFEN 1-02","PRC","2018-03-31","TSC","","97.53","98.01","644","637","","","0","LARGE","6817","2018","31","A","Y","GAOFEN 1-02","2018-031A","43259"
"2018-030K","43258","PAYLOAD","IRIDIUM 143","US","2018-03-30","AFWTR","","100.40","86.40","780","776","","","0","LARGE","6817","2018","30","K","Y","IRIDIUM 143","2018-030K","43258"
"2018-030J","43257","PAYLOAD","IRIDIUM 150","US","2018-03-30","AFWTR","","100.40","86.40","779","776","","","0","LARGE","6824","2018","30","J","Y","IRIDIUM 150","2018-030J","43257"
"2018-030H","43256","PAYLOAD","IRIDIUM 142","US","2018-03-30","AFWTR","","100.40","86.40","779","776","","","0","LARGE","6824","2018","30","H","Y","IRIDIUM 142","2018-030H","43256"
"2018-030G","43255","PAYLOAD","IRIDIUM 148","US","2018-03-30","AFWTR","","100.40","86.40","779","776","","","0","LARGE","6824","2018","30","G","Y","IRIDIUM 148","2018-030G","43255"
"2018-030F","43254","PAYLOAD","IRIDIUM 146","US","2018-03-30","AFWTR","","100.40","86.40","779","776","","","0","LARGE","6824","2018","30","F","Y","IRIDIUM 146","2018-030F","43254"
"2018-030E","43253","PAYLOAD","IRIDIUM 145","US","2018-03-30","AFWTR","","100.40","86.40","780","775","","","0","LARGE","6824","2018","30","E","Y","IRIDIUM 145","2018-030E","43253"
"2018-030D","43252","PAYLOAD","IRIDIUM 140","US","2018-03-30","AFWTR","","100.40","86.40","780","775","","","0","LARGE","6824","2018","30","D","Y","IRIDIUM 140","2018-030D","43252"
"2018-030C","43251","PAYLOAD","IRIDIUM 157","US","2018-03-30","AFWTR","","100.40","86.40","779","777","","","0","LARGE","6824","2018","30","C","Y","IRIDIUM 157","2018-030C","43251"
"2018-030B","43250","PAYLOAD","IRIDIUM 149","US","2018-03-30","AFWTR","","100.40","86.40","780","776","","","0","LARGE","6824","2018","30","B","Y","IRIDIUM 149","2018-030B","43250"
"2018-030A","43249","PAYLOAD","IRIDIUM 144","US","2018-03-30","AFWTR","","100.40","86.40","780","776","","","0","LARGE","6824","2018","30","A","Y","IRIDIUM 144","2018-030A","43249"
"2018-029D","43248","ROCKET BODY","YZ-1 R/B","PRC","2018-03-29","XSC","","810.22","55.42","22689","22133","","","0","LARGE","6820","2018","29","D","Y","YZ-1 R/B","2018-029D","43248"
"2018-029C","43247","ROCKET BODY","CZ-3B R/B","PRC","2018-03-29","XSC","","311.83","54.86","17521","188","","","0","LARGE","6826","2018","29","C","Y","CZ-3B R/B","2018-029C","43247"
"2018-029B","43246","PAYLOAD","BEIDOU 3M8","PRC","2018-03-29","XSC","","773.22","55.16","21544","21511","","","0","LARGE","6824","2018","29","B","Y","BEIDOU 3M8","2018-029B","43246"
"2018-029A","43245","PAYLOAD","BEIDOU 3M7","PRC","2018-03-29","XSC","","773.23","55.17","21535","21521","","","0","LARGE","6824","2018","29","A","Y","BEIDOU 3M7","2018-029A","43245"
"2018-028B","43244","ROCKET BODY","SL-4 R/B","CIS","2018-03-29","PKMTR","2018-11-04","87.18","96.62","140","130","","","0","LARGE","6735","2018","28","B","Y","SL-4 R/B","2018-028B","43244"
"2018-028A","43243","PAYLOAD","COSMOS 2525","CIS","2018-03-29","PKMTR","","89.88","96.55","271","266","","","0","LARGE","6826","2018","28","A","Y","COSMOS 2525","2018-028A","43243"
"2018-027B","43242","ROCKET BODY","GSLV R/B","IND","2018-03-29","SRI","","401.04","20.21","23133","140","","","0","LARGE","6826","2018","27","B","Y","GSLV R/B","2018-027B","43242"
"2018-027A","43241","PAYLOAD","GSAT 6A","IND","2018-03-29","SRI","","1207.02","2.70","36342","26006","","","0","LARGE","6826","2018","27","A","Y","GSAT 6A","2018-027A","43241"
"2018-026B","43239","ROCKET BODY","SL-4 R/B","CIS","2018-03-21","TTMTR","2018-03-25","87.46","51.63","153","144","","","0","LARGE","6533","2018","26","B","Y","SL-4 R/B","2018-026B","43239"
"2018-026A","43238","PAYLOAD","SOYUZ MS-08","CIS","2018-03-21","TTMTR","2018-10-04","92.68","51.64","408","403","","","0","LARGE","6769","2018","26","A","Y","SOYUZ MS-08","2018-026A","43238"
"2018-025A","43236","PAYLOAD","LKW-4","PRC","2018-03-17","JSC","","94.53","97.36","501","490","","","0","LARGE","6824","2018","25","A","Y","LKW-4","2018-025A","43236"
"2018-024E","43235","ROCKET BODY","FREGAT R/B","CIS","2018-03-09","FRGUI","","276.21","0.08","7683","7659","","","0","LARGE","6824","2018","24","E","Y","FREGAT R/B","2018-024E","43235"
"2018-024D","43234","PAYLOAD","O3B FM13","O3B","2018-03-09","FRGUI","","287.93","0.03","8073","8059","","","0","LARGE","6823","2018","24","D","Y","O3B FM13","2018-024D","43234"
"2018-024C","43233","PAYLOAD","O3B FM14","O3B","2018-03-09","FRGUI","","287.93","0.03","8070","8061","","","0","LARGE","6773","2018","24","C","Y","O3B FM14","2018-024C","43233"
"2018-024B","43232","PAYLOAD","O3B FM16","O3B","2018-03-09","FRGUI","","287.93","0.03","8070","8061","","","0","LARGE","6762","2018","24","B","Y","O3B FM16","2018-024B","43232"
"2018-024A","43231","PAYLOAD","O3B FM15","O3B","2018-03-09","FRGUI","","287.93","0.04","8070","8062","","","0","LARGE","6566","2018","24","A","Y","O3B FM15","2018-024A","43231"
"2018-023C","43230","ROCKET BODY","FALCON 9 R/B","US","2018-03-06","AFETR","","339.43","26.88","19312","169","","","0","LARGE","6826","2018","23","C","Y","FALCON 9 R/B","2018-023C","43230"
"2018-022B","43227","ROCKET BODY","ATLAS 5 CENTAUR R/B","US","2018-03-01","AFETR","","763.41","9.30","34901","7681","","","0","LARGE","6825","2018","22","B","Y","ATLAS 5 CENTAUR R/B","2018-022B","43227"
"2018-022A","43226","PAYLOAD","GOES 17","US","2018-03-01","AFETR","","1436.08","0.03","35800","35772","","","0","LARGE","6826","2018","22","A","Y","GOES 17","2018-022A","43226"
"2018-020C","43217","PAYLOAD","TINTIN B","US","2018-02-22","AFWTR","","94.75","97.46","515","497","","","0","LARGE","6825","2018","20","C","Y","TINTIN B","2018-020C","43217"
"2018-020B","43216","PAYLOAD","TINTIN A","US","2018-02-22","AFWTR","","94.75","97.45","516","497","","","0","LARGE","6824","2018","20","B","Y","TINTIN A","2018-020B","43216"
"2018-020A","43215","PAYLOAD","PAZ","SPN","2018-02-22","AFWTR","","94.79","97.45","510","507","","","0","LARGE","6824","2018","20","A","Y","PAZ","2018-020A","43215"
"2018-019B","43212","ROCKET BODY","SL-4 R/B","CIS","2018-02-13","TTMTR","2018-02-16","87.39","51.65","150","140","","","0","LARGE","6467","2018","19","B","Y","SL-4 R/B","2018-019B","43212"
"2018-019A","43211","PAYLOAD","PROGRESS MS-08","CIS","2018-02-13","TTMTR","2018-08-30","92.02","51.64","401","346","","","0","LARGE","6665","2018","19","A","Y","PROGRESS MS-08","2018-019A","43211"
"2018-018D","43210","ROCKET BODY","YZ-1 R/B","PRC","2018-02-12","XSC","","804.22","54.85","22352","22186","","","0","LARGE","6813","2018","18","D","Y","YZ-1 R/B","2018-018D","43210"
"2018-018C","43209","ROCKET BODY","CZ-3B R/B","PRC","2018-02-12","XSC","","270.63","54.96","14807","156","","","0","LARGE","6826","2018","18","C","Y","CZ-3B R/B","2018-018C","43209"
"2018-018A","43207","PAYLOAD","BEIDOU 3M5","PRC","2018-02-12","XSC","","773.23","55.04","21543","21512","","","0","LARGE","6826","2018","18","A","Y","BEIDOU 3M5","2018-018A","43207"
"2018-017A","43205","PAYLOAD","TESLA ROADSTER/FALCON 9H","US","2018-02-06","AFETR","","","","","","HELIOCENTRIC ORBIT (SUN)","","0","LARGE","6460","2018","17","A","Y","TESLA ROADSTER/FALCON 9H","2018-017A","43205"
"2018-015C","43194","PAYLOAD","ZHANGZHENG-1","PRC","2018-02-02","JSC","","94.67","97.37","515","490","","","0","LARGE","6824","2018","15","C","Y","ZHANGZHENG-1","2018-015C","43194"
"2018-014B","43181","PAYLOAD","KANOPUS-V 4","CIS","2018-02-01","VOSTO","","94.80","97.45","510","508","","","0","LARGE","6824","2018","14","B","Y","KANOPUS-V 4","2018-014B","43181"
"2018-014A","43180","PAYLOAD","KANOPUS-V 3","CIS","2018-02-01","VOSTO","","94.80","97.45","510","508","","","0","LARGE","6824","2018","14","A","Y","KANOPUS-V 3","2018-014A","43180"
"2018-013B","43179","ROCKET BODY","FALCON 9 R/B","US","2018-01-31","AFETR","","902.73","23.56","48792","334","","","0","LARGE","6824","2018","13","B","Y","FALCON 9 R/B","2018-013B","43179"
"2018-012D","43177","DEBRIS","ARIANE 5 DEB (SYLDA)","FR","2018-01-25","FRGUI","","767.07","20.81","42438","321","","","0","LARGE","6825","2018","12","D","Y","ARIANE 5 DEB (SYLDA)","2018-012D","43177"
"2018-012C","43176","ROCKET BODY","ARIANE 5 R/B","FR","2018-01-25","FRGUI","","768.72","21.16","42542","297","","","0","LARGE","6826","2018","12","C","Y","ARIANE 5 R/B","2018-012C","43176"
"2018-012B","43175","PAYLOAD","SES 14","SES","2018-01-25","FRGUI","","1436.12","0.02","35789","35785","","","0","LARGE","6826","2018","12","B","Y","SES 14","2018-012B","43175"
"2018-011E","43173","ROCKET BODY","CZ-2C R/B","PRC","2018-01-25","XSC","","94.52","34.97","597","393","","","0","LARGE","6826","2018","11","E","Y","CZ-2C R/B","2018-011E","43173"
"2018-011D","43172","PAYLOAD","YAOGAN-30 M","PRC","2018-01-25","XSC","","96.67","35.00","602","597","","","0","LARGE","6824","2018","11","D","Y","YAOGAN-30 M","2018-011D","43172"
"2018-011C","43171","PAYLOAD","YAOGAN-30 L","PRC","2018-01-25","XSC","","96.67","35.00","601","598","","","0","LARGE","6825","2018","11","C","Y","YAOGAN-30 L","2018-011C","43171"
"2018-011B","43170","PAYLOAD","YAOGAN-30 K","PRC","2018-01-25","XSC","","96.67","35.00","603","596","","","0","LARGE","6824","2018","11","B","Y","YAOGAN-30 K","2018-011B","43170"
"2018-010F","43168","PAYLOAD","HUMANITY STAR","NZ","2018-01-21","RLLC","2018-03-22","88.00","82.89","179","172","","","0","LARGE","6503","2018","10","F","Y","HUMANITY STAR","2018-010F","43168"
"2018-010D","43166","ROCKET BODY","ELECTRON R/B","US","2018-01-21","RLLC","","90.04","82.89","310","242","","","0","LARGE","6826","2018","10","D","Y","ELECTRON R/B","2018-010D","43166"
"2018-009A","43162","PAYLOAD","SBIRS GEO 4 (USA 282)","US","2018-01-20","AFETR","","1436.09","5.88","35794","35779","","","0","LARGE","6825","2018","9","A","Y","SBIRS GEO 4 (USA 282)","2018-009A","43162"
"2018-008G","43161","ROCKET BODY","CZ-11 R/B","PRC","2018-01-19","JSC","","100.83","98.44","1069","527","","","0","LARGE","6824","2018","8","G","Y","CZ-11 R/B","2018-008G","43161"
"2018-007C","43154","DEBRIS","EPSILON DEB","JPN","2018-01-17","KSCUT","2018-07-17","87.23","97.74","152","123","","","0","LARGE","6661","2018","7","C","Y","EPSILON DEB","2018-007C","43154"
"2018-007B","43153","ROCKET BODY","EPSILON R/B","JPN","2018-01-17","KSCUT","","94.34","97.38","505","468","","","0","LARGE","6824","2018","7","B","Y","EPSILON R/B","2018-007B","43153"
"2018-007A","43152","PAYLOAD","ASNARO-2","JPN","2018-01-17","KSCUT","","94.59","97.41","500","497","","","0","LARGE","6817","2018","7","A","Y","ASNARO-2","2018-007A","43152"
"2018-006A","43146","PAYLOAD","LKW-3","PRC","2018-01-13","JSC","","94.53","97.37","500","491","","","0","LARGE","6824","2018","6","A","Y","LKW-3","2018-006A","43146"
"2018-004U","43129","ROCKET BODY","PSLV R/B","IND","2018-01-12","SRI","2019-01-17","87.24","97.14","142","133","","","0","LARGE","6810","2018","4","U","Y","PSLV R/B","2018-004U","43129"
"2018-004B","43112","DEBRIS","PSLV DEB","IND","2018-01-12","SRI","","94.52","97.51","502","489","","","0","LARGE","6825","2018","4","B","Y","PSLV DEB","2018-004B","43112"
"2018-004A","43111","PAYLOAD","CARTOSAT 2F","IND","2018-01-12","SRI","","94.78","97.45","511","505","","","0","LARGE","6825","2018","4","A","Y","CARTOSAT 2F","2018-004A","43111"
"2018-003D","43110","ROCKET BODY","CZ-3B R/B","PRC","2018-01-11","XSC","","318.19","54.85","17899","223","","","0","LARGE","6824","2018","3","D","Y","CZ-3B R/B","2018-003D","43110"
"2018-003B","43108","PAYLOAD","BEIDOU 3M4","PRC","2018-01-11","XSC","","773.23","55.19","21542","21514","","","0","LARGE","6809","2018","3","B","Y","BEIDOU 3M4","2018-003B","43108"
"2018-003A","43107","PAYLOAD","BEIDOU 3M3","PRC","2018-01-11","XSC","","773.23","55.20","21539","21517","","","0","LARGE","6821","2018","3","A","Y","BEIDOU 3M3","2018-003A","43107"
